Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
alcohol_lifetime_use_disorder_strong_desire_drink_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is before last (Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_strong_desire_drink_past_year]='1',,,,,
alcohol_lifetime_use_disorder_strong_desire_drink,phenx_alcohol_lifetime_use_disorder,,radio,Did you have a strong desire or urge to drink?,"1,Yes|0,No",PX030502,,,,,[alcohol_lifetime_use_disorder_strong_desire_drink_prior_last_year]='1',,,,,
alcohol_lifetime_use_disorder_drink_preoccupied_ever,phenx_alcohol_lifetime_use_disorder,,radio,In your entire life did you EVER ant a drink so badly that you couldn't think of anything else?,"1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_drink_preoccupied_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_drink_preoccupied_ever]='1',,,,,
alcohol_lifetime_use_disorder_drink_preoccupied_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is before last (Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_drink_preoccupied_past_year]='1',,,,,
alcohol_lifetime_use_disorder_drink_preoccupied_strong_desire,phenx_alcohol_lifetime_use_disorder,,radio,Did you have a strong desire or urge to drink?,"1,Yes|0,No",PX030502,,,,,[alcohol_lifetime_use_disorder_drink_preoccupied_prior_last_year]='1',,,,,
alcohol_lifetime_use_disorder_sick_family_impact_ever,phenx_alcohol_lifetime_use_disorder,,radio,In your entire life did you EVER have a period when your drinking or being sick from drinking often interfered with taking care of your home or family?,"1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_sick_family_impact_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_sick_family_impact_ever]='1',,,,,
alcohol_lifetime_use_disorder_sick_family_impact_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is before last (Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_sick_family_impact_past_year]='1',,,,,
alcohol_lifetime_use_disorder_sick_family_impact_drunk_hung_over,phenx_alcohol_lifetime_use_disorder,,radio,Were drunk or hung over when you were supposed to be doing something important?,"1,Yes|0,No",PX030502,,,,,[alcohol_lifetime_use_disorder_sick_family_impact_prior_last_year]='1',,,,,
alcohol_lifetime_use_disorder_job_school_impact_ever,phenx_alcohol_lifetime_use_disorder,,radio,"In your entire life did you EVER have job or school troubles because of your drinking or being sick from drinking-like missing too much work, not doing your work well, being demoted or losing a job, or being suspended, expelled, or dropping out of school?","1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_job_school_impact_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_job_school_impact_ever]='1',,,,,
alcohol_lifetime_use_disorder_job_school_impact_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is before last (Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_job_school_impact_past_year]='1',,,,,
alcohol_lifetime_use_disorder_job_school_impact_drunk_hung_over,phenx_alcohol_lifetime_use_disorder,,radio,Were drunk or hung over when you were supposed to be doing something important?,"1,Yes|0,No",PX030502,,,,,[alcohol_lifetime_use_disorder_job_school_impact_prior_last_year]='1',,,,,
alcohol_lifetime_use_disorder_continue_drinking_job_school_ever,phenx_alcohol_lifetime_use_disorder,,radio,In your entire life did you EVER continue to drink even though it was causing you problems at school or at work?,"1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_continue_drinking_job_school_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_continue_drinking_job_school_ever]='1',,,,,
alcohol_lifetime_use_disorder_continue_drinking_job_school_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is before last (Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_continue_drinking_job_school_past_year]='1',,,,,
alcohol_lifetime_use_disorder_continue_drinking_job_school_drunk_hung_over,phenx_alcohol_lifetime_use_disorder,,radio,Were drunk or hung over when you were supposed to be doing something important?,"1,Yes|0,No",PX030502,,,,,[alcohol_lifetime_use_disorder_continue_drinking_job_school_prior_last_year]='1',,,,,
alcohol_lifetime_use_disorder_driving_while_drinking_ever,phenx_alcohol_lifetime_use_disorder,,radio,In your entire life did you EVER More than once drive a car or other vehicle WHILE you were drinking?,"1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_driving_while_drinking_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_driving_while_drinking_ever]='1',,,,,
alcohol_lifetime_use_disorder_driving_while_drinking_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is before last (Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_driving_while_drinking_past_year]='1',,,,,
alcohol_lifetime_use_disorder_driving_while_drinking_safety,phenx_alcohol_lifetime_use_disorder,,radio,Were in a situation while drinking or after drinking where you could have been hurt?,"1,Yes|0,No",PX030502,,,,,[alcohol_lifetime_use_disorder_driving_while_drinking_prior_last_year]='1',,,,,
alcohol_lifetime_use_disorder_driving_under_influence_ever,phenx_alcohol_lifetime_use_disorder,,radio,"In your entire life did you EVER drive a car, motorcycle, truck, boat or other vehicle and have an accident WHILE you were under the influence of alcohol?","1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_driving_under_influence_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_driving_under_influence_ever]='1',,,,,
alcohol_lifetime_use_disorder_driving_under_influence_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is before last (Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_driving_under_influence_past_year]='1',,,,,
alcohol_lifetime_use_disorder_driving_under_influence_safety,phenx_alcohol_lifetime_use_disorder,,radio,Were in a situation while drinking or after drinking where you could have been hurt?,"1,Yes|0,No",PX030502,,,,,[alcohol_lifetime_use_disorder_driving_under_influence_prior_last_year]='1',,,,,
alcohol_lifetime_use_disorder_driving_after_drinking_ever,phenx_alcohol_lifetime_use_disorder,,radio,"In your entire life did you EVER more than once drive a car, motorcycle, truck, boat, or other vehicle AFTER having too much to drink?","1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_driving_after_drinking_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_driving_after_drinking_ever]='1',,,,,
alcohol_lifetime_use_disorder_driving_after_drinking_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is before last (Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_driving_after_drinking_past_year]='1',,,,,
alcohol_lifetime_use_disorder_driving_after_drinking_safety,phenx_alcohol_lifetime_use_disorder,,radio,Were in a situation while drinking or after drinking where you could have been hurt?,"1,Yes|0,No",PX030502,,,,,[alcohol_lifetime_use_disorder_driving_after_drinking_prior_last_year]='1',,,,,
alcohol_lifetime_use_disorder_drinking_increased_safety_risk_ever,phenx_alcohol_lifetime_use_disorder,,radio,"In your entire life did you EVER get into situations while drinking or after drinking that increased your chances of getting hurt-like swimming, using machinery, or walking in a dangerous area or around heavy traffic?","1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_drinking_increased_safety_risk_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_drinking_increased_safety_risk_ever]='1',,,,,
alcohol_lifetime_use_disorder_drinking_increased_safety_risk_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is before last (Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_drinking_increased_safety_risk_past_year]='1',,,,,
alcohol_lifetime_use_disorder_drinking_increased_safety_risk_safety,phenx_alcohol_lifetime_use_disorder,,radio,Were in a situation while drinking or after drinking where you could have been hurt?,"1,Yes|0,No",PX030502,,,,,[alcohol_lifetime_use_disorder_drinking_increased_safety_risk_prior_last_year]='1',,,,,
alcohol_lifetime_use_disorder_fighting_spouse_ever,phenx_alcohol_lifetime_use_disorder,,radio,In your entire life did you EVER have arguments or problems with your spouse or partner or family or friends because of your drinking?,"1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_fighting_spouse_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_fighting_spouse_ever]='1',,,,,
alcohol_lifetime_use_disorder_fighting_spouse_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is before last (Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_fighting_spouse_past_year]='1',,,,,
alcohol_lifetime_use_disorder_fighting_spouse_relationship_impact,phenx_alcohol_lifetime_use_disorder,,radio,Drank even though it affected your relationships with other people?,"1,Yes|0,No",PX030502,,,,,[alcohol_lifetime_use_disorder_fighting_spouse_prior_last_year]='1',,,,,
alcohol_lifetime_use_disorder_continue_drinking_relationship_impact_ever,phenx_alcohol_lifetime_use_disorder,,radio,In your entire life did you EVER continue to drink even though it was causing you trouble with your family or friends?,"1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_continue_drinking_relationship_impact_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_continue_drinking_relationship_impact_ever]='1',,,,,
alcohol_lifetime_use_disorder_continue_drinking_relationship_impact_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is before last (Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_continue_drinking_relationship_impact_past_year]='1',,,,,
alcohol_lifetime_use_disorder_continue_drinking_relationship_impact,phenx_alcohol_lifetime_use_disorder,,radio,Drank even though it affected your relationships with other people?,"1,Yes|0,No",PX030502,,,,,[alcohol_lifetime_use_disorder_continue_drinking_relationship_impact_prior_last_year]='1',,,,,
alcohol_lifetime_use_disorder_fights_ever,phenx_alcohol_lifetime_use_disorder,,radio,In your entire life did you EVER get into physical fights while drinking or right after drinking?,"1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_fights_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_fights_ever]='1',,,,,
alcohol_lifetime_use_disorder_fights_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is before last (Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_fights_past_year]='1',,,,,
alcohol_lifetime_use_disorder_fights_relationship_impact,phenx_alcohol_lifetime_use_disorder,,radio,Drank even though it affected your relationships with other people?,"1,Yes|0,No",PX030502,,,,,[alcohol_lifetime_use_disorder_fights_prior_last_year]='1',,,,,
alcohol_lifetime_use_disorder_check_item3,phenx_alcohol_lifetime_use_disorder,,radio,"Are there AT LEAST 2 BOXES marked ""Yes"" for Q1.1.4-Q1.39.4?","1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_check_item4,phenx_alcohol_lifetime_use_disorder,,radio,"You mentioned that before 12 months ago, you...(Read ALL summary statements marked in Boxes B1, B2, B3, B4-1, B4-2, B5-B12 in 1, column d). Before last (Month one year ago), was there EVER a period when SOME of these experiences were happening around the same time ON AND OFF FOR A FEW MONTHS OR LONGER?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_check_item3]='1',,,,,
alcohol_lifetime_use_disorder_experiences_time_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Before last (Month one year ago), was there EVER a period when SOME of these experiences were happening around the same time MOST DAYS FOR AT LEAST A MONTH?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_check_item4]='2',,,,,
alcohol_lifetime_use_disorder_experiences_time_prior_last_year_within,phenx_alcohol_lifetime_use_disorder,,radio,"Before last (Month one year ago), was there EVER a time when SOME of these experiences happened within the same 1-year period?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_experiences_time_prior_last_year]='2',,,,,
alcohol_lifetime_use_disorder_experiences_age_first_time,phenx_alcohol_lifetime_use_disorder,,text,About how old were you the FIRST time SOME of these experiences BEGAN to happen around the same time?,,PX030502,number,,,,[alcohol_lifetime_use_disorder_experiences_time_prior_last_year_within]='1',,,,,
alcohol_lifetime_use_disorder_experiences_number_periods_times,phenx_alcohol_lifetime_use_disorder,,text,"In your ENTIRE LIFE, how many separate periods like this did you have when SOME of these experiences were happening around the same time? By separate periods, I mean times that were separated by at least 1 year when you EITHER STOPPED drinking entirely (PAUSE) OR you didn't have any of the experiences you mentioned with alcohol at all.",,PX030502,number,,,,[alcohol_lifetime_use_disorder_experiences_time_prior_last_year_within]='1',,,,,
alcohol_lifetime_use_disorder_check_item5,phenx_alcohol_lifetime_use_disorder,,radio,"Is number entered in 2e, 2 or more or unknown?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_experiences_time_prior_last_year_within]='1',,,,,
alcohol_lifetime_use_disorder_experiences_longest_period_months,phenx_alcohol_lifetime_use_disorder,,text,What was the LONGEST period you had when SOME of these experiences were happening around the same time? Months,,PX030502,number,,,,[alcohol_lifetime_use_disorder_check_item5]='1',,,,,
alcohol_lifetime_use_disorder_experiences_longest_period_years,phenx_alcohol_lifetime_use_disorder,,text,What was the LONGEST period you had when SOME of these experiences were happening around the same time? Years,,PX030502,number,,,,[alcohol_lifetime_use_disorder_check_item5]='1',,,,,
alcohol_lifetime_use_disorder_experiences_recent_time_age,phenx_alcohol_lifetime_use_disorder,,text,How old were you the MOST RECENT time SOME of these experiences BEGAN to happen around the same time?,,PX030502,number,,,,[alcohol_lifetime_use_disorder_check_item5]='1',,,,,
alcohol_lifetime_use_disorder_experiences_same_time_period_months,phenx_alcohol_lifetime_use_disorder,,text,How long did this period last when SOME of these experiences were happening around the same time? Months,,PX030502,number,,,,[alcohol_lifetime_use_disorder_check_item5]='1',,,,,
alcohol_lifetime_use_disorder_experiences_same_time_period_years,phenx_alcohol_lifetime_use_disorder,,text,How long did this period last when SOME of these experiences were happening around the same time? Years,,PX030502,number,,,,[alcohol_lifetime_use_disorder_check_item5]='1',,,,,
alcohol_lifetime_use_disorder_check_item6,phenx_alcohol_lifetime_use_disorder,,radio,"Is at least 1 item marked in 1b, items (1)-(16), (19)-(27), or (30)-(39)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_check_item5]='1',,,,,
alcohol_lifetime_use_disorder_experienes_stopped_age,phenx_alcohol_lifetime_use_disorder,,text,"About how old were you when you FINALLY STOPPED having these experiences with alcohol? By finally stopped, I mean they never started happening again?",,PX030502,number,,,,[alcohol_lifetime_use_disorder_check_item6]='2',,,,,
alcohol_lifetime_use_disorder_car_passenger_drinking_ever,phenx_alcohol_lifetime_use_disorder,,radio,"In your ENTIRE LIFE, did you EVER ride in a car as a passenger while you were drinking?","1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_car_passenger_drinking_ever_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_car_passenger_drinking_ever]='1',,,,,
alcohol_lifetime_use_disorder_car_passenger_drinking_ever_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is, before last(Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_car_passenger_drinking_ever_past_year]='1',,,,,
alcohol_lifetime_use_disorder_vehicle_injury_drinking_ever,phenx_alcohol_lifetime_use_disorder,,radio,"In your ENTIRE LIFE, did you EVER drive a car, motorcycle, truck, or other vehicle and injure yourself or someone else in an accident while you were under the influence of alcohol?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_car_passenger_drinking_ever_prior_last_year]='1',,,,,
alcohol_lifetime_use_disorder_vehicle_injury_drinking_ever_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_vehicle_injury_drinking_ever_prior_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is, before last(Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_vehicle_injury_drinking_ever_past_year]='1',,,,,
alcohol_lifetime_use_disorder_nonvehicle_injury_ever,phenx_alcohol_lifetime_use_disorder,,radio,"In your ENTIRE LIFE, did you EVER accidentally injure yourself or someone else in any way other than motor vehicle accidents, like a bad fall or bad cut, while you were under the influence of alcohol?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_vehicle_injury_drinking_ever_prior_past_year]='1',,,,,
alcohol_lifetime_use_disorder_nonvehicle_injury_ever_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_nonvehicle_injury_ever]='1',,,,,
alcohol_lifetime_use_disorder_nonvehicle_injury_ever_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is, before last(Month one year ago)?","1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_arrested_drinking_ever,phenx_alcohol_lifetime_use_disorder,,radio,"In your ENTIRE LIFE, did you EVER more than once get arrested, held at a police station, or have any other legal problems because of your drinking?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_nonvehicle_injury_ever_prior_last_year]='1',,,,,
alcohol_lifetime_use_disorder_arrested_drinking_ever_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_arrested_drinking_ever]='1',,,,,
alcohol_lifetime_use_disorder_arrested_drinking_ever_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is, before last(Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_arrested_drinking_ever_past_year]='1',,,,,
alcohol_lifetime_use_disorder_passenger_driver_drinking_ever,phenx_alcohol_lifetime_use_disorder,,radio,"In your ENTIRE LIFE, did you EVER ride in a car or other vehicle WHILE the driver was drinking?","1,Yes|2,No",PX030502,,,,,,,,,,
alcohol_lifetime_use_disorder_passenger_driver_drinking_ever_past_year,phenx_alcohol_lifetime_use_disorder,,radio,"If yes, did this happen in the last 12 months?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_passenger_driver_drinking_ever]='1',,,,,
alcohol_lifetime_use_disorder_passenger_driver_drinking_ever_prior_last_year,phenx_alcohol_lifetime_use_disorder,,radio,"Did this happen before 12 months ago, that is, before last(Month one year ago)?","1,Yes|2,No",PX030502,,,,,[alcohol_lifetime_use_disorder_passenger_driver_drinking_ever_past_year]='1',,,,,
alcohol_lifetime_use_disorder_check_item7,phenx_alcohol_lifetime_use_disorder,,radio,Does Check Item 2.4A = 1 (did respondent ever drink at least 12 drinks in any year or 5+ drinks in a single day in any year)?,"1,Yes|2,NoVARNAME|UNDEFINED_CODE_2,VARDESC|UNDEFINED_CODE_3,DOCFILE|UNDEFINED_CODE_4,TYPE|UNDEFINED_CODE_5,UNITS|UNDEFINED_CODE_6,MIN|UNDEFINED_CODE_7,MAX|UNDEFINED_CODE_8,RESOLUTION|UNDEFINED_CODE_9,COMMENT1|UNDEFINED_CODE_10,COMMENT2|UNDEFINED_CODE_11,VARIABLE_SOURCE|UNDEFINED_CODE_12,SOURCE_VARIABLE_ID|UNDEFINED_CODE_13,VARIABLE_MAPPING|UNDEFINED_CODE_14,UNIQUEKEY|UNDEFINED_CODE_15,COLLINTERVAL|UNDEFINED_CODE_16,ORDER|UNDEFINED_CODE_17,VALUES",PX030502,,,,,[alcohol_lifetime_use_disorder_passenger_driver_drinking_ever_prior_last_year]='1',,,,,
