Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
fluorosis_image001,phenx_presence_of_dental_fluorosis,,descriptive,Fluorosis image 001,,PX081201,,,,,,,,,,
dental_fluorosis_lr1m_occlusal_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the posterior tooth Lower Right 1M from the occlusal aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_lr2b_buccal_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the posterior tooth Lower Right 2B from the buccal aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_lr2b_lingual_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the posterior tooth Lower Right 2B from the lingual aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_lr2b_occlusal_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the posterior tooth Lower Right 2B from the occlusal aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_lr1b_buccal_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the posterior tooth Lower Right 1B from the buccal aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_lr1b_lingual_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the posterior tooth Lower Right 1B from the lingual aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_lr1b_occlusal_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the posterior tooth Lower Right 1B from the occlusal aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_lrc_labial_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the anterior tooth Lower Right C from the labial aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_lrc_lingual_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the anterior tooth Lower Right C from the lingual aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_lrli_labial_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the anterior tooth Lower Right LI from the labial aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_lrli_lingual_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the anterior tooth Lower Right LI from the lingual aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_lrci_labial_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the anterior tooth Lower Right CI from the labial aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_lrci_lingual_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the anterior tooth Lower Right CI from the lingual aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_ul3m_buccal_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the posterior tooth Upper Left 3M from the buccal aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_ul3m_lingual_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the posterior tooth Upper Left 3M from the lingual aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_ul3m_occlusal_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the posterior tooth Upper Left 3M from the occlusal aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_ul2m_buccal_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the posterior tooth Upper Left 2M from the buccal aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_ul2m_lingual_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the posterior tooth Upper Left 2M from the lingual aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
dental_fluorosis_ul2m_occlusal_tsif,phenx_presence_of_dental_fluorosis,,radio,"The Tooth Surface Index of Fluorosis (TSIF) assesses dental fluorosis for each tooth surface. To obtain the Tooth Surface Index of Fluorosis (TSIF), each fully erupted, unrestored tooth surface is examined and assigned a score on a 0 to 7 scale noted below. This score is assigned to the posterior tooth Upper Left 2M from the occlusal aspect.","0, Enamel shows no evidence of fluorosis (Score = 0). | 1, Enamel shows definite evidence of fluorosis, namely areas with parchment-white color that total less than one-third of the visible enamel surface. This category includes fluorosis confined only to incisal edges of anterior teeth and cusp tips of posterior teeth (""snowcapping"") (Score = 1). | 2, Parchment-white fluorosis totals at least one-third of the visible surface, but less than two-thirds (Score = 2). | 3, Parchment-white fluorosis totals at least two-thirds of the visible surface (Score = 3). | 4, Enamel shows staining in conjunction with any of the preceding levels of fluorosis. Staining is defined as an area of definite discoloration that may range from light to very dark brown (Score = 4). | 5, Discrete pitting of the enamel exists, unaccompanied by evidence of staining of intact enamel. A pit is defined as a definite physical defect in the enamel surface with a rough floor that is surrounded by a wall of intact enamel. The pitted area is usually stained or differs in color from the surrounding enamel (Score = 5). | 6, Both discrete pitting and staining of the intact enamel exist (Score = 6). | 7, Confluent pitting of the enamel surface exists. Large areas of enamel may be missing and the anatomy of the tooth may be altered. Dark-brown stain is usually present (Score = 7).",PX081201,,,,,,,,,,
