NAME,CONCEPT_NAME,CONDR_IDSEQ
C64520,EVERY SIX HOURS,B404581B-9CEC-EC81-E040-BB89AD433FB4
C64517,EVERY THREE HOURS,B403E655-FF09-7182-E040-BB89AD434AC8
C64502,EVERY TWELVE HOURS,D73FBE1C-63DE-D002-E040-BB89AD436B25
C64515,EVERY TWENTY-FOUR HOURS,DCC7519F-F89E-67C1-E040-BB89AD4301F8
C64516,EVERY TWO HOURS,95BFEBC2-B1A7-CF2D-E040-BB89AD43014F
C4817,EWING SARCOMA,286E976F-6E8C-3730-E044-0003BA3F9857
C4835,EWING SARCOMA OF BONE,37D5FE1C-A6DE-09FD-E044-0003BA3F9857
C25370,EXCLUSION CRITERIA,F37D0428-CF06-6787-E034-0003BA3F9857
C15751,EXTERNAL BEAM RADIATION THERAPY,F37D0428-B6C2-6787-E034-0003BA3F9857
C3898,EXTRANODAL MARGINAL ZONE LYMPHOMA OF MUCOSA-ASSOCIATED LYMPHOID TISSUE,286C5855-1A12-6248-E044-0003BA3F9857
C26769,FACIAL NERVE PALSY,9F52E161-A464-C614-E040-BB89AD4377D5
C60789,FACSIMILE MACHINE,294A9E98-AE07-3E81-E044-0003BA3F9857
C17954,FALKLAND ISLANDS (MALVINAS),12E359EA-7E44-6BD7-E044-0003BA3F9857
C61276,FAMILIAL HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS,28BCF219-A3B0-13BC-E044-0003BA3F9857
C102560,FAVORABLE,C468948D-C367-7A63-E040-BB89AD431D40
C9595,FEC REGIMEN,4F5148FD-83D0-3F65-E044-0003BA3F9857
C8984,FEMALE REPRODUCTIVE SYSTEM ADENOFIBROMA,F37D0428-DB92-6787-E034-0003BA3F9857
C27020,FEMALE REPRODUCTIVE SYSTEM DISORDER,F38E5F8E-2032-2E48-E034-0003BA3F9857
C1098,FENRETINIDE,F37D0428-E3C2-6787-E034-0003BA3F9857
C19929,FGFR1 GENE,D2F12E4E-D6B2-F3D3-E040-BB89AD433934
C32608,FINGER,0C746E5C-14D9-28AF-E044-0003BA3F9857
C24399,FLT3 GENE,3F527BAA-6EE4-7844-E053-F662850A16FB
C67494,FLT3 INTERNAL TANDEM DUPLICATION,443CA9B6-A80B-1AE7-E044-0003BA3F9857
C67495,FLT3 TYROSINE KINASE DOMAIN POINT MUTATION,443CA9B6-A7E3-1AE7-E044-0003BA3F9857
C964,FLUDEOXYGLUCOSE F-18,1A0C4CDC-1F01-0ACE-E044-0003BA3F9857
C11197,FOLFOX REGIMEN,15931904-EC6B-3603-E044-0003BA3F9857
C20105,FRENCH SOUTHERN AND ANTARCTIC LANDS,77FB43AF-2D85-E42F-E040-BB89AD435BFA
C19066,FRESH TISSUE,F600421C-62B6-0246-E034-0003BA3F9857
C72884,FRIEND,7F6DB60C-325E-A1D2-E040-BB89AD4321B0
C12352,FRONTAL LOBE,F37D0428-E432-6787-E034-0003BA3F9857
C17988,G1/S-SPECIFIC CYCLIN-D1,7F6AE9B9-95B3-559F-E040-BB89AD437EAB
C67135,GENERAL EQUIVALENCY DIPLOMA COMPLETION,32BD3342-4A2D-3CE2-E044-0003BA3F9857
C13348,GENITAL,F37D0428-CA5E-6787-E034-0003BA3F9857
C12810,GENITOURINARY SYSTEM,594ACCA7-614C-720E-E044-0003BA3F9857
C16634,GEORGIA (REPUBLIC),F37D0428-DC86-6787-E034-0003BA3F9857
C4371,GESTATIONAL HYPERTENSION,9F52E161-F5E3-C614-E040-BB89AD4377D5
C28085,GLEASON PATTERN 1,657A7965-9E76-3B8E-E040-BB89AD431958
C28086,GLEASON PATTERN 2,657A7965-9E9B-3B8E-E040-BB89AD431958
C28087,GLEASON PATTERN 3,657A7965-9EC0-3B8E-E040-BB89AD431958
C28088,GLEASON PATTERN 4,657A7965-9EE5-3B8E-E040-BB89AD431958
C28089,GLEASON PATTERN 5,657A7965-9F0A-3B8E-E040-BB89AD431958
C3058,GLIOBLASTOMA,1222CA23-FF38-4BED-E044-0003BA3F9857
C2270,GONADOTROPHIN RELEASING HORMONE,F37D0428-B6BA-6787-E034-0003BA3F9857
C48155,GRAM,1346328F-6CF1-1E12-E044-0003BA3F9857
C67282,GRAM PER SQUARE METER,448035F0-BA91-6C07-E044-0003BA3F9857
C3444,GRANULOMATOSIS WITH POLYANGIITIS,28C01AFF-5E3D-08FB-E044-0003BA3F9857
C3071,GRAVES DISEASE,9F52E161-CF82-C614-E040-BB89AD4377D5
C119987,HAD NO PAIN,0C2D5F69-D8CF-5559-E050-BB89AD436C00
C7402,HAIRY CELL LEUKEMIA,F37D0428-DC8E-6787-E034-0003BA3F9857
C103268,HAND ASSISTED LAPAROSCOPY,0FC5A4E2-2BB4-EAEF-E050-BB89AD432EE0
C124176,HAVE VERY MILD PAIN,2C7A3E15-BD34-6C47-E050-BB89AD437FBD
C42300,"HEAD, EARS, EYES, NOSE AND THROAT",F37D0428-B95A-6787-E034-0003BA3F9857
C3079,HEART DISORDER,10B25E9B-B340-4897-E044-0003BA3F9857
C41165,HEMATOPOIETIC AND LYMPHATIC SYSTEM,9C907B56-CBDB-5D16-E040-BB89AD435C2A
C15431,HEMATOPOIETIC CELL TRANSPLANTATION,33BBDBD7-E7FB-4A2E-E044-0003BA3F9857
C95504,HEMOGLOBIN H DISEASE,9BDC458A-5489-BFF4-E040-BB89AD430CFB
C3097,HEPATITIS B INFECTION,7092C1FC-415B-5FD5-E040-BB89AD431422
C3098,HEPATITIS C INFECTION,F37D0428-E5A6-6787-E034-0003BA3F9857
C8614,HEPATOBILIARY NEOPLASM,28701A35-65FE-579B-E044-0003BA3F9857
C3728,HEPATOBLASTOMA,9F52E161-9100-C614-E040-BB89AD4377D5
C129926,HIDEBOUND,41C3B64C-35FD-078B-E053-F662850A3C97
C67136,HIGH SCHOOL COMPLETION,32BD334D-500B-3CEA-E044-0003BA3F9857
C15651,HIGH-DOSE RATE BRACHYTHERAPY,2626F22D-92F1-7097-E044-0003BA3F9857
C34700,HIRSCHSPRUNG DISEASE,9F52E161-AA58-C614-E040-BB89AD4377D5
C17459,HISPANIC OR LATINO,F37D0428-DE5E-6787-E034-0003BA3F9857
C9294,HISTIOCYTIC AND DENDRITIC CELL NEOPLASM,3B9695F0-3A55-052B-E044-0003BA3F9857
C118485,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, A-0301 ALPHA CHAIN",0F4BF15D-54D1-8888-E050-BB89AD434F0A
C62758,HLA-C GENE,3B6DB460-18A3-56CE-E044-0003BA3F9857
C9357,HODGKIN LYMPHOMA,2019ED6E-B58D-6107-E044-0003BA3F9857
C17249,HOLY SEE (VATICAN CITY STATE),12E28E5B-E306-7355-E044-0003BA3F9857
C68605,HOSPITALIZATION OR PROLONGATION OF EXISTING HOSPITALIZATION REQUIRED,BA85A70C-EAD6-7C6C-E040-BB89AD430169
C64593,HOUR OF SLEEP,7086FDDE-24B0-F6F3-E040-BB89AD432209
C14218,HUMAN HERPESVIRUS 6,71855E80-BB6D-E674-E040-BB89AD437920
C14267,HUMAN RESPIRATORY SYNCYTIAL VIRUS,F37D0428-E5BA-6787-E034-0003BA3F9857
C27088,HYPERBILIRUBINEMIA,742DD56B-1652-A7E6-E040-BB89AD43063D
E12310,HYPOALBUMINEMIA,8BC1C923-9677-5F51-E040-BB89AD4331F6
C12246,HYPOPHARYNX,F37D0428-EE58-6787-E034-0003BA3F9857
C81934,IBRUTINIB,A7E1ED79-B5AE-3062-E040-BB89AD431105
C118390,IDH2 GENE MUTATION,0563A626-9877-81B7-E050-BB89AD4370A5
C20135,IGF1R GENE,B906C410-2633-470B-E040-BB89AD4320DF
C17369,IMAGING TECHNIQUE,6E33206B-5A03-2E5D-E040-BB89AD434538
C123154,IMMUNOGLOBULIN HEAVY CHAIN COMPLEMENTARITY DETERMINING REGION 3,1EF08B88-0A3B-350D-E050-BB89AD434618
C16722,IMMUNOHISTOCHEMISTRY,F37D0428-BB52-6787-E034-0003BA3F9857
C25532,INCLUSION CRITERIA,F37D0428-B7DE-6787-E034-0003BA3F9857
C3429,INCONTINENCE,F37D0428-DFF6-6787-E034-0003BA3F9857
LA20737-5,INFANT (>28 DAYS <1 YEAR),2822FF80-9A7E-0EAB-E050-BB89AD4370A6
C26726,INFECTIOUS DISORDER,F37D0428-CD9E-6787-E034-0003BA3F9857
C63705,INFRACLAVICULAR LYMPH NODE,7ACA750B-8E34-C8E0-E040-BB89AD431095
C15388,INFUSION PROCEDURE,F37D0428-CD96-6787-E034-0003BA3F9857
C42946,INJECTABLE DOSAGE FORM,12E7D7B3-C54E-43B3-E044-0003BA3F9857
C71542,INOTUZUMAB OZOGAMICIN,415C998E-DB2A-1F72-E053-F662850A6021
C124258,INTEGRIN ALPHAV/BETA6,26527575-3D71-0B4A-E050-BB89AD433FB6
C12907,INTEGUMENTARY SYSTEM,0DDF0D1A-1E8E-6548-E044-0003BA3F9857
C16135,INTENSITY-MODULATED RADIATION THERAPY,F37D0428-BB46-6787-E034-0003BA3F9857
C20514,INTERLEUKIN-12,0E0474D9-8F98-0507-E044-0003BA3F9857
C32853,INTERNAL MAMMARY LYMPH NODE,1760EDA3-49F2-4161-E044-0003BA3F9857
C15195,INTERNAL RADIATION THERAPY,F37D0428-BBD6-6787-E034-0003BA3F9857
C67374,INTERNATIONAL UNIT OF VITAMIN A,447F7D60-D97D-4B04-E044-0003BA3F9857
C67381,INTERNATIONAL UNIT PER MILLIGRAM OF ALPHA-TOCOPHEROL,447F7D60-D955-4B04-E044-0003BA3F9857
C45908,INTERSEX,F9FD4EEB-23A6-0B27-E034-0003BA3F9857
C124874,INTRACHROMOSOMAL AMPLIFICATION OF CHROMOSOME 21,2796F431-2C8E-87F5-E050-BB89AD43578E
C38267,INTRATHECAL ROUTE OF ADMINISTRATION,0DDF0D1A-1FE1-6548-E044-0003BA3F9857
C13346,INTRAVENOUS,0C625C4B-26F3-27E6-E044-0003BA3F9857
C67283,INTRAVENOUS BAG DOSING UNIT,447F7D60-D911-4B04-E044-0003BA3F9857
C37981,INTUBATION PROCEDURE,F37D0428-CAAA-6787-E034-0003BA3F9857
C9245,INVASIVE BREAST CARCINOMA,05DCF1A1-FAC5-3A7D-E044-0003BA3F9857
C4194,"INVASIVE DUCTAL CARCINOMA, NOT OTHERWISE SPECIFIED",06CB4BCA-318A-23F2-E044-0003BA3F9857
C7950,INVASIVE LOBULAR BREAST CARCINOMA,06CB4BCA-3181-23F2-E044-0003BA3F9857
C18430,IRF4 GENE,D5886F79-0405-473B-E040-BB89AD4308CF
C78393,IRON OVERLOAD,745580E8-4270-8FA9-E040-BB89AD433702
C44480,ISLE OF MAN,12E28E5B-E3DB-7355-E044-0003BA3F9857
C603,ISOTRETINOIN,F37D0428-B54E-6787-E034-0003BA3F9857
C37452,IXABEPILONE,91CFFC87-A255-4714-E040-BB89AD4352D5
C67357,JOULE PER SQUARE CENTIMETER,448035F0-B9DC-6C07-E044-0003BA3F9857
C105720,KARNOFSKY PERFORMANCE STATUS 0,E3488D89-A1F9-4E65-E040-BB89AD435EB8
C105707,KARNOFSKY PERFORMANCE STATUS 100,E3488D89-A246-4E65-E040-BB89AD435EB8
C105713,KARNOFSKY PERFORMANCE STATUS 50,E3488D89-A2DD-4E65-E040-BB89AD435EB8
C105712,KARNOFSKY PERFORMANCE STATUS 60,E3488D89-A305-4E65-E040-BB89AD435EB8
C105711,KARNOFSKY PERFORMANCE STATUS 70,E3488D89-A32D-4E65-E040-BB89AD435EB8
C105710,KARNOFSKY PERFORMANCE STATUS 80,E3488D89-A355-4E65-E040-BB89AD435EB8
C105709,KARNOFSKY PERFORMANCE STATUS 90,E3488D89-A37D-4E65-E040-BB89AD435EB8
C63572,KIDNEY CANCER PN0 TNM FINDING V6 AND V7,62AA7F8A-24BB-6A74-E040-BB89AD430E4D
C63571,KIDNEY CANCER PNX TNM FINDING V6 AND V7,62AA7F8A-24E1-6A74-E040-BB89AD430E4D
C63561,KIDNEY CANCER PT0 TNM FINDING V6 AND V7,621DB0C3-CDBB-C46F-E040-BB89AD43648B
C63562,KIDNEY CANCER PT1 TNM FINDING V6 AND V7,621DB0C3-CD95-C46F-E040-BB89AD43648B
C63563,KIDNEY CANCER PT1A TNM FINDING V6 AND V7,621DB0C3-CE08-C46F-E040-BB89AD43648B
C63564,KIDNEY CANCER PT1B TNM FINDING V6 AND V7,621E42C5-5C1F-6878-E040-BB89AD431D17
C63565,KIDNEY CANCER PT2 TNM FINDING V6 AND V7,621E42C5-5BF9-6878-E040-BB89AD431D17
C63560,KIDNEY CANCER PTX TNM FINDING V6 AND V7,621DB0C3-CDE1-C46F-E040-BB89AD43648B
C9384,KIDNEY CARCINOMA,9E241B3C-89F2-11DA-E040-BB89AD437FA3
C3149,KIDNEY DISORDER,2E8DC30B-3ED8-4DD8-E044-0003BA3F9857
C104678,KILLER-CELL IMMUNOGLOBULIN-LIKE RECEPTOR,22175BA5-585A-8825-E050-BB89AD433FE9
C67276,KILOELECTRONVOLT,447F9A72-309B-08CA-E044-0003BA3F9857
C42576,KILOGRAM PER CUBIC METER,3B9AEE0B-DFEA-3784-E044-0003BA3F9857
C67382,KILOUNIT PER KILOGRAM,447F7D60-D816-4B04-E044-0003BA3F9857
C116396,KIT EXON 17 MUTATION,FEBBF8F0-CA3E-BE36-E040-BB89AD432849
C16773,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",12E2A9F9-AFF5-03BB-E044-0003BA3F9857
C16774,"KOREA, REPUBLIC OF",12E2A9F9-AFDD-03BB-E044-0003BA3F9857
C37984,LABORATORY,F37D0428-BEB6-6787-E034-0003BA3F9857
C25294,LABORATORY PROCEDURE,F37D0428-B63A-6787-E034-0003BA3F9857
C1471,LAMIVUDINE,05116195-EB08-7341-E044-0003BA3F9857
C15725,LAPAROSCOPIC SURGERY,05B23066-8E63-1D7B-E044-0003BA3F9857
C4450,LARGE CELL LUNG CARCINOMA,A6B8531E-1762-F891-E040-BB89AD4324F8
C47855,LEFT BREAST,1FB5F70A-FBED-2BD9-E044-0003BA3F9857
C51624,LEFT COLECTOMY,22273662-BD9B-0D02-E044-0003BA3F9857
C2668,LENALIDOMIDE,34857986-EB00-1CED-E044-0003BA3F9857
C3161,LEUKEMIA,F37D0428-BB5E-6787-E034-0003BA3F9857
C12529,LEUKOCYTE,F37D0428-CBEA-6787-E034-0003BA3F9857
C16793,LIBYA,12E2E7E2-7736-0C0F-E044-0003BA3F9857
C84266,LIFE THREATENING ADVERSE EVENT,76133F16-86E9-48DB-E040-BB89AD431ACF
C41337,LIFE THREATENING OR DISABLING ADVERSE EVENT,133A63CA-49CF-49FD-E044-0003BA3F9857
C116096,LIKELY TUMOR COMPLETE METABOLIC RESPONSE BY PET,FC1F85B2-9DA5-AA07-E040-BB89AD434094
C54225,LIMITED RADIATION THERAPY,1866E678-62EE-1023-E044-0003BA3F9857
C120297,LINEAR ARRAY HPV GENOTYPING TEST,0FC886F3-8FF0-34CD-E050-BB89AD4352CE
C42954,LIQUID FILLED CAPSULE DOSAGE FORM,12E86273-9B21-3396-E044-0003BA3F9857
C67388,LITER PER MINUTE,42ED4BDE-E532-3BDF-E044-0003BA3F9857
C7927,LIVER AND INTRAHEPATIC BILE DUCT CARCINOMA,9F52E161-91A0-C614-E040-BB89AD4377D5
C26922,LIVER FAILURE,F37D0428-DFFA-6787-E034-0003BA3F9857
C4018,LOBULAR BREAST CARCINOMA IN SITU,F37D0428-BB62-6787-E034-0003BA3F9857
C99728,LONDON DEAUVILLE CRITERIA POINT SCALE 1,B8DBD3CC-EC30-8EF9-E040-BB89AD433DEA
C99747,LONDON DEAUVILLE CRITERIA POINT SCALE 2,B8DC1A20-575F-940D-E040-BB89AD4318C2
C99748,LONDON DEAUVILLE CRITERIA POINT SCALE 3,B8DC1A20-57D8-940D-E040-BB89AD4318C2
C99749,LONDON DEAUVILLE CRITERIA POINT SCALE 4,B8DC1A20-57B0-940D-E040-BB89AD4318C2
C99750,LONDON DEAUVILLE CRITERIA POINT SCALE 5,B8DC1A20-5788-940D-E040-BB89AD4318C2
C48227,LOST TO FOLLOW-UP,10C2971A-86B2-6425-E044-0003BA3F9857
C29167,LOTION DOSAGE FORM,F37D0428-E5D6-6787-E034-0003BA3F9857
C85254,LOW-DOSE RATE BRACHYTHERAPY,826966D0-097E-50F5-E040-BB89AD431C11
C33020,LOWER LOBE OF THE LEFT LUNG,90C7026C-3220-B383-E040-BB89AD4363DF
C33022,LOWER LOBE OF THE RIGHT LUNG,90C7026C-32BA-B383-E040-BB89AD4363DF
C12302,LOWER-INNER QUADRANT OF THE BREAST,06CB4BCA-3143-23F2-E044-0003BA3F9857
C12304,LOWER-OUTER QUADRANT OF THE BREAST,06CB4BCA-313D-23F2-E044-0003BA3F9857
C34004,LUMBAR REGION,0C746E5C-1679-28AF-E044-0003BA3F9857
C48824,LUMBOSACRAL REGION,BB13282D-2C4E-DBF9-E040-BB89AD43462D
C15755,LUMPECTOMY,F37D0428-DE42-6787-E034-0003BA3F9857
C60979,LUNG CANCER PM1 TNM FINDING V6,6FDAF1EE-444D-07FB-E040-BB89AD435427
C60973,LUNG CANCER PN0 TNM FINDING V6 AND V7,CE14E222-A9AF-2796-E040-BB89AD433C55
C60974,LUNG CANCER PN1 TNM FINDING,6FCB1360-FC42-8A77-E040-BB89AD431272
C88877,LUNG CANCER PN1 TNM FINDING V7,DC229CEB-DA61-AB2A-E040-BB89AD432F0C
C60975,LUNG CANCER PN2 TNM FINDING V6 AND V7,6FCB1360-FC1C-8A77-E040-BB89AD431272
C60976,LUNG CANCER PN3 TNM FINDING V6 AND V7,6FCB1360-FBF6-8A77-E040-BB89AD431272
C60972,LUNG CANCER PNX TNM FINDING V6 AND V7,CE151CCC-5995-0E3F-E040-BB89AD432794
C60966,LUNG CANCER PT0 TNM FINDING V6 AND V7,CE16659A-04C1-1353-E040-BB89AD432781
C60968,LUNG CANCER PT1 TNM FINDING V6,622DC528-046B-C782-E040-BB89AD4370E6
C88868,LUNG CANCER PT1 TNM FINDING V7,DC2235D9-9BFA-EC03-E040-BB89AD435C43
C88869,LUNG CANCER PT1A TNM FINDING V7,DC2235D9-9BD4-EC03-E040-BB89AD435C43
C88870,LUNG CANCER PT1B TNM FINDING V7,DC2235D9-9BAE-EC03-E040-BB89AD435C43
C60969,LUNG CANCER PT2 TNM FINDING V6,622DC528-0445-C782-E040-BB89AD4370E6
C88871,LUNG CANCER PT2 TNM FINDING V7,DC2235D9-9B88-EC03-E040-BB89AD435C43
C88872,LUNG CANCER PT2A TNM FINDING V7,DC2235D9-9B62-EC03-E040-BB89AD435C43
C88873,LUNG CANCER PT2B TNM FINDING V7,DC2235D9-9B3C-EC03-E040-BB89AD435C43
C60970,LUNG CANCER PT3 TNM FINDING V6,622DC528-041F-C782-E040-BB89AD4370E6
C88874,LUNG CANCER PT3 TNM FINDING V7,DC2235D9-9B16-EC03-E040-BB89AD435C43
C60971,LUNG CANCER PT4 TNM FINDING V6,65799075-1049-D993-E040-BB89AD4336F7
C88875,LUNG CANCER PT4 TNM FINDING V7,DC2235D9-9AF0-EC03-E040-BB89AD435C43
C60967,LUNG CANCER PTIS TNM FINDING V6 AND V7,DC2235D9-9C43-EC03-E040-BB89AD435C43
C60965,LUNG CANCER PTX TNM FINDING V6 AND V7,622DC528-0388-C782-E040-BB89AD4370E6
C12745,LYMPH NODE,F37D0428-B572-6787-E034-0003BA3F9857
C3208,LYMPHOMA,F37D0428-BC6A-6787-E034-0003BA3F9857
C3212,LYMPHOPLASMACYTIC LYMPHOMA,286C5855-1972-6248-E044-0003BA3F9857
C17654,"MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF",12E2E7E2-7742-0C0F-E044-0003BA3F9857
C16809,MAGNETIC RESONANCE IMAGING,F37D0428-B8D2-6787-E034-0003BA3F9857
C4627,MALIGNANT CENTRAL NERVOUS SYSTEM NEOPLASM,2019ED6E-B575-6107-E044-0003BA3F9857
C4890,MALIGNANT DIGESTIVE SYSTEM NEOPLASM,3A947A96-C013-73DC-E044-0003BA3F9857
C4767,MALIGNANT EYE NEOPLASM,9F52E161-9224-C614-E040-BB89AD4377D5
C4913,MALIGNANT FEMALE REPRODUCTIVE SYSTEM NEOPLASM,0F886EE6-BAD5-DB60-E050-BB89AD4356E3
C4013,MALIGNANT HEAD AND NECK NEOPLASM,0F8A7B21-243F-7895-E050-BB89AD43579D
C2920,MALIGNANT SKIN NEOPLASM,9F52E161-928A-C614-E040-BB89AD4377D5
C7251,MALIGNANT TESTICULAR NEOPLASM,0FDBCC65-13BE-B6F0-E050-BB89AD436073
C3552,MALIGNANT UTERINE NEOPLASM,9F52E161-92CE-C614-E040-BB89AD4377D5
C15354,MAMMOPLASTY,AEA466FF-1063-AA8B-E040-BB89AD431E57
C15277,MASTECTOMY,F37D0428-DCFA-6787-E034-0003BA3F9857
LA20741-7,MATURE ADULT (65-74 YEARS),2822FF80-9A65-0EAB-E050-BB89AD4370A6
C8507,MEASURABLE DISEASE,F37D0428-BF4A-6787-E034-0003BA3F9857
C16830,MEDICAL DEVICE,F9FA7953-85F8-043D-E034-0003BA3F9857
C3222,MEDULLOBLASTOMA,121C27C1-7FB5-28CB-E044-0003BA3F9857
C3224,MELANOMA,F37D0428-BC86-6787-E034-0003BA3F9857
C88695,MELANOMA OF THE CILIARY BODY AND CHOROID PT2D TNM FINDING V7,0461CA29-8D25-9EFC-E050-BB89AD434CBC
C88700,MELANOMA OF THE CILIARY BODY AND CHOROID PT3D TNM FINDING V7,0461CA29-8D00-9EFC-E050-BB89AD434CBC
C88706,MELANOMA OF THE CILIARY BODY AND CHOROID PT4E TNM FINDING V7,0461CA29-8CDB-9EFC-E050-BB89AD434CBC
C6970,MELANOTIC SCHWANNOMA,62A85C92-1294-B23A-E040-BB89AD431D54
C3230,MENINGIOMA,104E246D-122B-4CCE-E044-0003BA3F9857
C3231,MENOPAUSE,F37D0428-CDBE-6787-E034-0003BA3F9857
C4758,METASTATIC MALIGNANT NEOPLASM IN THE LIVER,3978B950-DA9E-3FC6-E044-0003BA3F9857
C106148,MICHOACAN,E9E4BB67-9124-D876-E040-BB89AD43090E
C25300,MICROBIAL CULTURE PROCEDURE,08704E62-EFF5-4DBA-E044-0003BA3F9857
C67311,MICROGRAM PER SQUARE CENTIMETER,A8813952-CD7C-65FF-E040-BB89AD431E43
C48508,MICROMOLE PER LITER,2135907B-0912-67D8-E044-0003BA3F9857
C17881,"MICRONESIA, FEDERATED STATES OF",12E42CA9-D5AC-172E-E044-0003BA3F9857
C36181,MICROPAPILLARY PATTERN,A55A32E7-3442-D7C0-E040-BB89AD437508
C117149,MICRORNA 19B,0A928281-BBDE-E9E8-E050-BB89AD431437
C12286,MIDDLE LOBE OF THE RIGHT LUNG,382201C6-595D-73C2-E044-0003BA3F9857
C2923,MINIMALLY INVASIVE LUNG ADENOCARCINOMA,6281C75A-47D6-A127-E040-BB89AD431A41
C105947,MITOGEN-ACTIVATED PROTEIN KINASE KINASE,DBD1231B-884C-EF8C-E040-BB89AD430574
C1820,MITOMYCIN,9E727F7D-AEDE-154D-E040-BB89AD4315DA
C6878,MIXED ACINAR-NEUROENDOCRINE CARCINOMA OF THE PANCREAS,21EB8750-7BC5-557C-E044-0003BA3F9857
C3517,MIXED CELLULARITY CLASSICAL HODGKIN LYMPHOMA,286D4DB6-4CE9-242A-E044-0003BA3F9857
C6879,MIXED DUCTAL-NEUROENDOCRINE CARCINOMA OF THE PANCREAS,F5483D12-98FC-7230-E034-0003BA3F9857
C4290,MIXED GERM CELL TUMOR,F37D0428-E48E-6787-E034-0003BA3F9857
C16871,"MOLDOVA, REPUBLIC OF",F37D0428-E256-6787-E034-0003BA3F9857
C19966,MOLECULAR FINGERPRINT OF TUMOR,DEFA039E-2431-36BF-E040-BB89AD4357FA
C29268,MOMETASONE FUROATE,0E070B71-9705-1732-E044-0003BA3F9857
C107223,MORE THAN HALF THE DAYS,E141992A-68A2-79DB-E040-BB89AD43560A
C110991,MOST OF THE TIME,E5A5650A-6C4B-A639-E040-BB89AD432D08
C9131,MUCINOUS BREAST CARCINOMA,06CB4BCA-3174-23F2-E044-0003BA3F9857
C38283,MUCOSAL ROUTE OF ADMINISTRATION,0D51E8D8-6C32-387C-E044-0003BA3F9857
C39787,MULTIPLE TUMOR MASSES,31DC44C0-D996-CA58-E050-BB89AD430BE2
C45576,MUTATION ABNORMALITY,9D5F2496-5D1B-3EDC-E040-BB89AD43173D
C7506,MYELODYSPLASTIC SYNDROME WITH EXCESS BLASTS,F37D0428-DDAE-6787-E034-0003BA3F9857
C8574,MYELODYSPLASTIC SYNDROME WITH MULTILINEAGE DYSPLASIA,F37D0428-DDB6-6787-E034-0003BA3F9857
C4036,MYELODYSPLASTIC SYNDROME WITH RING SIDEROBLASTS,F37D0428-DDB2-6787-E034-0003BA3F9857
C27262,MYELODYSPLASTIC/MYELOPROLIFERATIVE NEOPLASM,284500E6-BC6F-45B5-E044-0003BA3F9857
C27780,"MYELODYSPLASTIC/MYELOPROLIFERATIVE NEOPLASM, UNCLASSIFIABLE",62A6485A-B19E-B656-E040-BB89AD437D5F
C4345,MYELOPROLIFERATIVE NEOPLASM,28454156-4893-574D-E044-0003BA3F9857
C27350,"MYELOPROLIFERATIVE NEOPLASM, UNCLASSIFIABLE",F37D0428-DC06-6787-E034-0003BA3F9857
C27781,MYXOID/ROUND CELL LIPOSARCOMA,899A4990-30B0-0CBB-E040-BB89AD434572
C2688,NAB-PACLITAXEL,B9293EA5-1EE4-3D6D-E040-BB89AD4348A8
C33156,NAIL,9F5324E1-CAAF-4BBA-E040-BB89AD4346F8
C103267,NARROW SURGICAL MARGIN,CE4D7D92-1B0B-F7BC-E040-BB89AD437E5E
C38285,NASOGASTRIC ROUTE OF ADMINISTRATION,0DDF0D1A-205C-6548-E044-0003BA3F9857
C12423,NASOPHARYNX,F37D0428-EE74-6787-E034-0003BA3F9857
C41219,NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,FE0FD98C-B598-595D-E034-0003BA3F9857
C123275,NEAR COMPLETE RESPONSE OF MULTIPLE MYELOMA OR PLASMA CELL LEUKEMIA,1D23C18F-CA3A-D1E7-E050-BB89AD432950
C16897,NECROTIC PROCESS,F37D0428-BE3E-6787-E034-0003BA3F9857
C38757,NEGATIVE FINDING,F37D0428-CF22-6787-E034-0003BA3F9857
C35681,NEGATIVE TEST RESULT,DB80D3A8-FAAD-C419-E040-BB89AD435340
C15665,NEOADJUVANT THERAPY,F37D0429-42CE-6787-E034-0003BA3F9857
LA20736-7,NEONATE (0-28 DAYS),2822FF80-9A2D-0EAB-E050-BB89AD4370A6
C16836,NEPRILYSIN,EED6D2E8-5EDB-DAE0-E040-BB89AD436A89
C3272,NEUROFIBROMA,62A6E019-5A82-F2F6-E040-BB89AD4350E9
C61258,NEURONAL CEROID LIPOFUSCINOSIS TYPE 3,28BBAD41-DCA0-4B7F-E044-0003BA3F9857
C80520,NEUTROPENIA,7458E815-911A-DD76-E040-BB89AD43104A
C70543,NEVER,4A9F4102-5891-029C-E044-0003BA3F9857
C129350,NEVER OR ALMOST NEVER,3E9D5CAE-9D2E-5BB3-E053-F662850ADD8F
C65108,NEVER SMOKER,515B10FE-F0DF-16AD-E044-0003BA3F9857
C68814,NIVOLUMAB,B2F483BF-2782-ADF2-E040-BB89AD4327EB
C49487,NO,0C746E5C-184A-28AF-E044-0003BA3F9857
C67122,NO FORMAL SCHOOLING,32BD32F1-AB23-3C5A-E044-0003BA3F9857
C131898,NO HEARING PROBLEMS,47A20205-5625-1C43-E053-F662850A0EA3
C53269,NO INFORMATION AVAILABLE,1084B083-8285-21ED-E044-0003BA3F9857
